source,type,target,sType,tType
https://oceanexpert.org/institution/11046,https://schema.org/memberOf,https://oceanexpert.org/institution/19422,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/22603,https://schema.org/memberOf,https://oceanexpert.org/institution/17534,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19297,https://schema.org/memberOf,https://oceanexpert.org/institution/19556,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19886,https://schema.org/memberOf,https://oceanexpert.org/institution/20336,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/8691,https://schema.org/memberOf,https://oceanexpert.org/institution/13238,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/13316,https://schema.org/memberOf,https://oceanexpert.org/institution/19349,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/19460,https://schema.org/memberOf,https://oceanexpert.org/institution/5711,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/5976,https://schema.org/memberOf,https://oceanexpert.org/institution/19393,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/6857,https://schema.org/memberOf,https://oceanexpert.org/institution/8387,https://schema.org/Organization,https://schema.org/Organization
https://oceanexpert.org/institution/12796,https://schema.org/memberOf,https://oceanexpert.org/institution/8387,https://schema.org/Organization,https://schema.org/Organization
